instant,dteday,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,season_name
1172,2011-02-21,1,2011,2,0,1,1,0,2,0.32,0.303,0.76,0.2537,15,101,116,Semi
1173,2011-02-21,1,2011,2,0,1,1,0,2,0.3,0.2727,0.7,0.4478,11,76,87,Semi
1174,2011-02-21,1,2011,2,0,1,1,0,3,0.28,0.2424,0.75,0.4179,8,48,56,Semi
1175,2011-02-21,1,2011,2,0,1,1,0,2,0.28,0.2576,0.75,0.3881,18,62,80,Semi
1176,2011-02-21,1,2011,2,0,1,1,0,2,0.24,0.2121,0.87,0.3582,2,64,66,Semi
1177,2011-02-21,1,2011,2,0,1,1,0,2,0.24,0.2121,0.87,0.3582,0,49,49,Semi
1178,2011-02-21,1,2011,2,0,1,1,0,3,0.24,0.2121,0.81,0.3881,0,29,29,Semi
1179,2011-02-21,1,2011,2,0,1,1,0,3,0.22,0.197,0.75,0.4478,1,33,34,Semi
1180,2011-02-21,1,2011,2,0,1,1,0,3,0.2,0.1667,0.75,0.4179,0,11,11,Semi
1181,2011-02-21,1,2011,2,0,1,1,0,3,0.2,0.1667,0.75,0.4179,0,2,2,Semi
1182,2011-02-22,1,2011,2,0,0,2,1,2,0.12,0.1212,0.8,0.2836,0,7,7,Semi
1183,2011-02-22,1,2011,2,0,0,2,1,2,0.12,0.1212,0.8,0.2836,0,40,40,Semi
1184,2011-02-22,1,2011,2,0,0,2,1,2,0.12,0.1212,0.8,0.2537,7,107,114,Semi
1185,2011-02-22,1,2011,2,0,0,2,1,2,0.14,0.1212,0.74,0.2537,5,101,106,Semi
1186,2011-02-22,1,2011,2,0,0,2,1,1,0.16,0.1818,0.69,0.0,0,44,44,Semi
1187,2011-02-22,1,2011,2,0,0,2,1,1,0.16,0.2273,0.64,0.0,7,43,50,Semi
1188,2011-02-22,1,2011,2,0,0,2,1,1,0.2,0.2273,0.59,0.1045,7,48,55,Semi
1189,2011-02-22,1,2011,2,0,0,2,1,1,0.22,0.2273,0.55,0.1642,3,52,55,Semi
1190,2011-02-22,1,2011,2,0,0,2,1,1,0.22,0.2273,0.55,0.194,9,49,58,Semi
1191,2011-02-22,1,2011,2,0,0,2,1,1,0.24,0.2273,0.48,0.194,2,67,69,Semi
1192,2011-02-22,1,2011,2,0,0,2,1,1,0.22,0.2273,0.51,0.1642,7,79,86,Semi
1193,2011-02-22,1,2011,2,0,0,2,1,1,0.22,0.2121,0.51,0.2239,8,188,196,Semi
1194,2011-02-22,1,2011,2,0,0,2,1,1,0.22,0.2273,0.47,0.1343,6,161,167,Semi
1195,2011-02-22,1,2011,2,0,0,2,1,1,0.2,0.1818,0.47,0.2836,4,114,118,Semi
1196,2011-02-22,1,2011,2,0,0,2,1,1,0.2,0.197,0.47,0.2239,3,102,105,Semi
1197,2011-02-22,1,2011,2,0,0,2,1,1,0.2,0.197,0.47,0.2537,2,80,82,Semi
1198,2011-02-22,1,2011,2,0,0,2,1,1,0.16,0.1515,0.43,0.2537,1,76,77,Semi
1199,2011-02-22,1,2011,2,0,0,2,1,1,0.16,0.1515,0.43,0.2537,3,18,21,Semi
1200,2011-02-23,1,2011,2,0,0,3,1,1,0.14,0.1364,0.5,0.194,0,6,6,Semi
1201,2011-02-23,1,2011,2,0,0,3,1,1,0.14,0.1515,0.46,0.1642,0,4,4,Semi
1202,2011-02-23,1,2011,2,0,0,3,1,1,0.12,0.1515,0.5,0.1343,0,1,1,Semi
1203,2011-02-23,1,2011,2,0,0,3,1,1,0.12,0.1364,0.5,0.1642,0,2,2,Semi
1204,2011-02-23,1,2011,2,0,0,3,1,1,0.12,0.1515,0.5,0.1045,0,8,8,Semi
1205,2011-02-23,1,2011,2,0,0,3,1,1,0.12,0.1515,0.5,0.1045,0,36,36,Semi
1206,2011-02-23,1,2011,2,0,0,3,1,1,0.12,0.1515,0.54,0.1343,2,94,96,Semi
1207,2011-02-23,1,2011,2,0,0,3,1,1,0.14,0.1515,0.54,0.1642,8,227,235,Semi
1208,2011-02-23,1,2011,2,0,0,3,1,1,0.18,0.2121,0.51,0.0896,9,130,139,Semi
1209,2011-02-23,1,2011,2,0,0,3,1,1,0.2,0.2576,0.4,0.0,4,47,51,Semi
1210,2011-02-23,1,2011,2,0,0,3,1,1,0.24,0.2576,0.41,0.1045,16,53,69,Semi
1211,2011-02-23,1,2011,2,0,0,3,1,1,0.26,0.2879,0.35,0.0896,11,56,67,Semi
1212,2011-02-23,1,2011,2,0,0,3,1,1,0.3,0.3182,0.28,0.0896,9,78,87,Semi
1213,2011-02-23,1,2011,2,0,0,3,1,1,0.32,0.3333,0.29,0.1045,17,61,78,Semi
1214,2011-02-23,1,2011,2,0,0,3,1,1,0.34,0.3485,0.25,0.0896,18,54,72,Semi
1215,2011-02-23,1,2011,2,0,0,3,1,1,0.34,0.3636,0.25,0.0,15,79,94,Semi
1216,2011-02-23,1,2011,2,0,0,3,1,1,0.34,0.3485,0.25,0.0896,15,207,222,Semi
1217,2011-02-23,1,2011,2,0,0,3,1,1,0.32,0.3333,0.26,0.0896,3,206,209,Semi
1218,2011-02-23,1,2011,2,0,0,3,1,1,0.3,0.3333,0.33,0.0,6,135,141,Semi
1219,2011-02-23,1,2011,2,0,0,3,1,1,0.24,0.2424,0.6,0.1642,2,107,109,Semi
1220,2011-02-23,1,2011,2,0,0,3,1,1,0.24,0.2879,0.48,0.0,2,89,91,Semi
1221,2011-02-23,1,2011,2,0,0,3,1,1,0.24,0.2879,0.48,0.0,1,60,61,Semi
1222,2011-02-23,1,2011,2,0,0,3,1,1,0.22,0.2576,0.55,0.0896,1,38,39,Semi
1223,2011-02-24,1,2011,2,0,0,4,1,1,0.22,0.2576,0.55,0.0896,0,11,11,Semi
1224,2011-02-24,1,2011,2,0,0,4,1,1,0.22,0.2576,0.6,0.0896,0,7,7,Semi
1225,2011-02-24,1,2011,2,0,0,4,1,1,0.2,0.2273,0.64,0.0896,0,4,4,Semi
1226,2011-02-24,1,2011,2,0,0,4,1,1,0.2,0.2121,0.64,0.1343,0,2,2,Semi
1227,2011-02-24,1,2011,2,0,0,4,1,1,0.2,0.2121,0.69,0.1343,1,3,4,Semi
1228,2011-02-24,1,2011,2,0,0,4,1,1,0.2,0.197,0.69,0.194,0,58,58,Semi
1229,2011-02-24,1,2011,2,0,0,4,1,1,0.2,0.197,0.72,0.194,0,104,104,Semi
1230,2011-02-24,1,2011,2,0,0,4,1,1,0.24,0.2273,0.7,0.2239,8,244,252,Semi
1231,2011-02-24,1,2011,2,0,0,4,1,2,0.24,0.2121,0.75,0.2985,4,133,137,Semi
1232,2011-02-24,1,2011,2,0,0,4,1,2,0.26,0.2424,0.7,0.2836,8,49,57,Semi
1233,2011-02-24,1,2011,2,0,0,4,1,2,0.32,0.2879,0.57,0.3881,8,71,79,Semi
1234,2011-02-24,1,2011,2,0,0,4,1,2,0.36,0.3333,0.53,0.3582,10,85,95,Semi
1235,2011-02-24,1,2011,2,0,0,4,1,2,0.38,0.3939,0.54,0.2985,16,72,88,Semi
1236,2011-02-24,1,2011,2,0,0,4,1,2,0.4,0.4091,0.5,0.2985,2,67,69,Semi
1237,2011-02-24,1,2011,2,0,0,4,1,3,0.4,0.4091,0.54,0.3881,5,58,63,Semi
1238,2011-02-24,1,2011,2,0,0,4,1,3,0.38,0.3939,0.62,0.2836,4,67,71,Semi
1239,2011-02-24,1,2011,2,0,0,4,1,3,0.36,0.3485,0.66,0.194,9,168,177,Semi
1240,2011-02-24,1,2011,2,0,0,4,1,2,0.34,0.303,0.87,0.3284,5,132,137,Semi
1241,2011-02-24,1,2011,2,0,0,4,1,3,0.34,0.303,0.93,0.2985,3,112,115,Semi
1242,2011-02-24,1,2011,2,0,0,4,1,2,0.34,0.303,0.93,0.3582,2,87,89,Semi
1243,2011-02-24,1,2011,2,0,0,4,1,2,0.34,0.303,0.87,0.3284,7,76,83,Semi
1244,2011-02-24,1,2011,2,0,0,4,1,3,0.34,0.3182,0.87,0.2836,5,50,55,Semi
1245,2011-02-24,1,2011,2,0,0,4,1,2,0.32,0.303,0.93,0.2239,3,47,50,Semi
1246,2011-02-25,1,2011,2,0,0,5,1,3,0.32,0.3485,0.93,0.0,1,8,9,Semi
1247,2011-02-25,1,2011,2,0,0,5,1,2,0.32,0.3485,1.0,0.0,1,9,10,Semi
1248,2011-02-25,1,2011,2,0,0,5,1,2,0.32,0.3485,1.0,0.0,0,3,3,Semi
1249,2011-02-25,1,2011,2,0,0,5,1,2,0.32,0.3333,0.93,0.1045,1,1,2,Semi
1250,2011-02-25,1,2011,2,0,0,5,1,2,0.32,0.3333,0.93,0.1045,1,5,6,Semi
1251,2011-02-25,1,2011,2,0,0,5,1,3,0.34,0.3485,0.93,0.0896,0,11,11,Semi
1252,2011-02-25,1,2011,2,0,0,5,1,3,0.34,0.3333,1.0,0.1343,1,34,35,Semi
1253,2011-02-25,1,2011,2,0,0,5,1,3,0.36,0.3485,0.93,0.1343,3,70,73,Semi
1254,2011-02-25,1,2011,2,0,0,5,1,3,0.34,0.303,0.93,0.3582,3,111,114,Semi
1255,2011-02-25,1,2011,2,0,0,5,1,3,0.42,0.4242,0.94,0.3284,7,42,49,Semi
1256,2011-02-25,1,2011,2,0,0,5,1,1,0.52,0.5,0.77,0.4478,9,50,59,Semi
1257,2011-02-25,1,2011,2,0,0,5,1,3,0.54,0.5152,0.6,0.4627,20,95,115,Semi
1258,2011-02-25,1,2011,2,0,0,5,1,3,0.54,0.5152,0.6,0.4627,6,77,83,Semi
1259,2011-02-25,1,2011,2,0,0,5,1,3,0.56,0.5303,0.56,0.6119,14,71,85,Semi
1260,2011-02-25,1,2011,2,0,0,5,1,1,0.46,0.4545,0.41,0.806,5,50,55,Semi
1261,2011-02-25,1,2011,2,0,0,5,1,1,0.32,0.2879,0.49,0.4627,11,91,102,Semi
1262,2011-02-25,1,2011,2,0,0,5,1,1,0.32,0.2727,0.49,0.7463,8,181,189,Semi
1263,2011-02-25,1,2011,2,0,0,5,1,1,0.32,0.2879,0.49,0.4925,7,150,157,Semi
1264,2011-02-25,1,2011,2,0,0,5,1,1,0.3,0.2727,0.52,0.4478,4,86,90,Semi
1265,2011-02-25,1,2011,2,0,0,5,1,1,0.3,0.2576,0.49,0.6119,2,60,62,Semi
1266,2011-02-25,1,2011,2,0,0,5,1,1,0.28,0.2576,0.48,0.3881,7,56,63,Semi
1267,2011-02-25,1,2011,2,0,0,5,1,1,0.26,0.2121,0.48,0.4478,7,43,50,Semi
1268,2011-02-25,1,2011,2,0,0,5,1,1,0.26,0.2273,0.48,0.3284,2,37,39,Semi
1269,2011-02-26,1,2011,2,0,0,6,0,1,0.24,0.2273,0.52,0.194,3,25,28,Semi
1270,2011-02-26,1,2011,2,0,0,6,0,1,0.24,0.2121,0.52,0.2985,2,25,27,Semi
1271,2011-02-26,1,2011,2,0,0,6,0,1,0.22,0.197,0.6,0.3582,3,9,12,Semi
1272,2011-02-26,1,2011,2,0,0,6,0,1,0.22,0.2273,0.55,0.1343,1,7,8,Semi
1273,2011-02-26,1,2011,2,0,0,6,0,2,0.22,0.2576,0.6,0.0896,1,1,2,Semi
1274,2011-02-26,1,2011,2,0,0,6,0,2,0.22,0.2424,0.64,0.1045,1,9,10,Semi
1275,2011-02-26,1,2011,2,0,0,6,0,1,0.22,0.2727,0.6,0.0,1,6,7,Semi
1276,2011-02-26,1,2011,2,0,0,6,0,1,0.22,0.2576,0.6,0.0896,1,21,22,Semi
1277,2011-02-26,1,2011,2,0,0,6,0,2,0.24,0.2879,0.6,0.0,2,55,57,Semi
1278,2011-02-26,1,2011,2,0,0,6,0,2,0.26,0.2576,0.56,0.1642,9,65,74,Semi
1279,2011-02-26,1,2011,2,0,0,6,0,2,0.3,0.303,0.49,0.1343,14,71,85,Semi
1280,2011-02-26,1,2011,2,0,0,6,0,1,0.3,0.3333,0.45,0.0,26,100,126,Semi
1281,2011-02-26,1,2011,2,0,0,6,0,2,0.32,0.3182,0.45,0.1642,45,115,160,Semi
1282,2011-02-26,1,2011,2,0,0,6,0,2,0.34,0.3182,0.42,0.2537,38,136,174,Semi
1283,2011-02-26,1,2011,2,0,0,6,0,2,0.34,0.303,0.36,0.3284,57,154,211,Semi
1284,2011-02-26,1,2011,2,0,0,6,0,2,0.36,0.3333,0.4,0.2836,40,125,165,Semi
1285,2011-02-26,1,2011,2,0,0,6,0,1,0.36,0.3333,0.46,0.2836,41,130,171,Semi
1286,2011-02-26,1,2011,2,0,0,6,0,1,0.36,0.3485,0.43,0.2239,53,130,183,Semi
1287,2011-02-26,1,2011,2,0,0,6,0,1,0.34,0.3333,0.46,0.194,26,111,137,Semi
1288,2011-02-26,1,2011,2,0,0,6,0,1,0.32,0.303,0.49,0.2537,30,64,94,Semi
1289,2011-02-26,1,2011,2,0,0,6,0,1,0.3,0.303,0.56,0.1642,8,60,68,Semi
1290,2011-02-26,1,2011,2,0,0,6,0,1,0.28,0.2727,0.65,0.2537,9,59,68,Semi
1291,2011-02-26,1,2011,2,0,0,6,0,1,0.28,0.2727,0.75,0.2239,8,38,46,Semi
1292,2011-02-26,1,2011,2,0,0,6,0,1,0.28,0.2576,0.75,0.2836,5,29,34,Semi
1293,2011-02-27,1,2011,2,0,0,0,0,1,0.26,0.2424,0.87,0.2836,8,26,34,Semi
1294,2011-02-27,1,2011,2,0,0,0,0,1,0.26,0.2576,0.87,0.194,7,30,37,Semi
1295,2011-02-27,1,2011,2,0,0,0,0,1,0.26,0.2727,0.87,0.1343,2,20,22,Semi
1296,2011-02-27,1,2011,2,0,0,0,0,1,0.26,0.2879,0.87,0.0896,3,8,11,Semi
1297,2011-02-27,1,2011,2,0,0,0,0,1,0.24,0.2424,0.87,0.1343,0,2,2,Semi
1298,2011-02-27,1,2011,2,0,0,0,0,1,0.24,0.2879,0.87,0.0,2,1,3,Semi
1299,2011-02-27,1,2011,2,0,0,0,0,1,0.24,0.2424,0.87,0.1343,6,8,14,Semi
1300,2011-02-27,1,2011,2,0,0,0,0,1,0.26,0.303,0.87,0.0,9,26,35,Semi
1301,2011-02-27,1,2011,2,0,0,0,0,1,0.28,0.303,0.87,0.0896,17,42,59,Semi
1302,2011-02-27,1,2011,2,0,0,0,0,1,0.3,0.303,0.81,0.1642,24,79,103,Semi
1303,2011-02-27,1,2011,2,0,0,0,0,1,0.36,0.3485,0.62,0.1343,33,92,125,Semi
1304,2011-02-27,1,2011,2,0,0,0,0,1,0.4,0.4091,0.54,0.0896,61,132,193,Semi
1305,2011-02-27,1,2011,2,0,0,0,0,1,0.42,0.4242,0.47,0.0,90,169,259,Semi
1306,2011-02-27,1,2011,2,0,0,0,0,1,0.44,0.4394,0.47,0.0896,105,177,282,Semi
1307,2011-02-27,1,2011,2,0,0,0,0,1,0.46,0.4545,0.44,0.1343,98,163,261,Semi
1308,2011-02-27,1,2011,2,0,0,0,0,1,0.48,0.4697,0.44,0.1642,98,170,268,Semi
1309,2011-02-27,1,2011,2,0,0,0,0,1,0.42,0.4242,0.54,0.194,66,121,187,Semi
1310,2011-02-27,1,2011,2,0,0,0,0,1,0.4,0.4091,0.54,0.194,24,103,127,Semi
1311,2011-02-27,1,2011,2,0,0,0,0,1,0.4,0.4091,0.54,0.1343,16,86,102,Semi
1312,2011-02-27,1,2011,2,0,0,0,0,1,0.4,0.4091,0.54,0.0896,9,72,81,Semi
1313,2011-02-27,1,2011,2,0,0,0,0,1,0.38,0.3939,0.62,0.1642,8,61,69,Semi
1314,2011-02-27,1,2011,2,0,0,0,0,2,0.38,0.3939,0.62,0.1045,2,67,69,Semi
1315,2011-02-27,1,2011,2,0,0,0,0,2,0.36,0.3485,0.62,0.1642,6,53,59,Semi
1316,2011-02-28,1,2011,2,0,0,1,1,2,0.36,0.3636,0.66,0.1045,5,25,30,Semi
1317,2011-02-28,1,2011,2,0,0,1,1,3,0.34,0.303,0.87,0.3582,1,7,8,Semi
1318,2011-02-28,1,2011,2,0,0,1,1,3,0.32,0.3182,0.93,0.1642,0,1,1,Semi
1319,2011-02-28,1,2011,2,0,0,1,1,2,0.34,0.3636,0.93,0.0,1,4,5,Semi
1320,2011-02-28,1,2011,2,0,0,1,1,2,0.34,0.3485,0.96,0.1045,1,27,28,Semi
1321,2011-02-28,1,2011,2,0,0,1,1,2,0.36,0.3636,0.93,0.1045,2,90,92,Semi
1322,2011-02-28,1,2011,2,0,0,1,1,2,0.34,0.303,0.93,0.2985,13,242,255,Semi
1323,2011-02-28,1,2011,2,0,0,1,1,1,0.42,0.4242,0.82,0.2836,15,127,142,Semi
1324,2011-02-28,1,2011,2,0,0,1,1,2,0.52,0.5,0.72,0.4925,13,79,92,Semi
1325,2011-02-28,1,2011,2,0,0,1,1,2,0.56,0.5303,0.64,0.2985,13,74,87,Semi
1326,2011-02-28,1,2011,2,0,0,1,1,2,0.56,0.5303,0.64,0.2985,0,36,36,Semi
1327,2011-02-28,1,2011,2,0,0,1,1,3,0.46,0.4545,0.94,0.2239,1,31,32,Semi
1328,2011-02-28,1,2011,2,0,0,1,1,3,0.42,0.4242,1.0,0.2985,1,24,25,Semi
1329,2011-02-28,1,2011,2,0,0,1,1,3,0.42,0.4242,1.0,0.2985,0,35,35,Semi
1330,2011-02-28,1,2011,2,0,0,1,1,3,0.42,0.4242,1.0,0.1343,2,40,42,Semi
1331,2011-02-28,1,2011,2,0,0,1,1,3,0.4,0.4091,1.0,0.2985,2,77,79,Semi
1332,2011-02-28,1,2011,2,0,0,1,1,3,0.46,0.4545,0.94,0.194,4,127,131,Semi
1333,2011-02-28,1,2011,2,0,0,1,1,3,0.44,0.4394,0.88,0.6119,1,79,80,Semi
1334,2011-02-28,1,2011,2,0,0,1,1,3,0.44,0.4394,0.88,0.6119,0,45,45,Semi
1335,2011-02-28,1,2011,2,0,0,1,1,2,0.38,0.3939,0.87,0.3881,2,78,80,Semi
1336,2011-02-28,1,2011,2,0,0,1,1,3,0.34,0.303,0.93,0.4179,4,72,76,Semi
1337,2011-02-28,1,2011,2,0,0,1,1,2,0.32,0.2879,0.81,0.3881,0,45,45,Semi
1338,2011-03-01,1,2011,3,0,0,2,1,1,0.3,0.2727,0.7,0.4627,0,7,7,Semi
1339,2011-03-01,1,2011,3,0,0,2,1,1,0.26,0.2273,0.7,0.3582,0,3,3,Semi
1340,2011-03-01,1,2011,3,0,0,2,1,1,0.24,0.2121,0.65,0.3881,0,4,4,Semi
1341,2011-03-01,1,2011,3,0,0,2,1,1,0.22,0.2121,0.69,0.2836,0,2,2,Semi
1342,2011-03-01,1,2011,3,0,0,2,1,1,0.22,0.2121,0.69,0.2537,0,1,1,Semi
1343,2011-03-01,1,2011,3,0,0,2,1,1,0.2,0.1818,0.64,0.2836,1,1,2,Semi
1344,2011-03-01,1,2011,3,0,0,2,1,1,0.2,0.1818,0.59,0.2985,0,46,46,Semi
1345,2011-03-01,1,2011,3,0,0,2,1,1,0.2,0.1818,0.59,0.3284,2,105,107,Semi
1346,2011-03-01,1,2011,3,0,0,2,1,1,0.2,0.1818,0.59,0.3881,10,204,214,Semi
1347,2011-03-01,1,2011,3,0,0,2,1,1,0.22,0.197,0.55,0.4179,8,116,124,Semi
1348,2011-03-01,1,2011,3,0,0,2,1,1,0.24,0.2121,0.52,0.2836,13,55,68,Semi
1349,2011-03-01,1,2011,3,0,0,2,1,1,0.28,0.2727,0.45,0.2537,8,48,56,Semi
1350,2011-03-01,1,2011,3,0,0,2,1,1,0.3,0.303,0.39,0.1343,6,80,86,Semi
1351,2011-03-01,1,2011,3,0,0,2,1,1,0.32,0.3485,0.39,0.0,13,65,78,Semi
1352,2011-03-01,1,2011,3,0,0,2,1,1,0.32,0.3333,0.36,0.1343,18,61,79,Semi
1353,2011-03-01,1,2011,3,0,0,2,1,1,0.34,0.3636,0.34,0.0,7,57,64,Semi
1354,2011-03-01,1,2011,3,0,0,2,1,1,0.34,0.3485,0.34,0.0896,10,92,102,Semi
1355,2011-03-01,1,2011,3,0,0,2,1,1,0.34,0.3485,0.34,0.0896,12,230,242,Semi
1356,2011-03-01,1,2011,3,0,0,2,1,1,0.32,0.3182,0.39,0.194,10,214,224,Semi
1357,2011-03-01,1,2011,3,0,0,2,1,1,0.3,0.303,0.49,0.1343,4,115,119,Semi
1358,2011-03-01,1,2011,3,0,0,2,1,1,0.3,0.3182,0.61,0.0896,2,86,88,Semi
1359,2011-03-01,1,2011,3,0,0,2,1,1,0.26,0.303,0.56,0.0,8,55,63,Semi
1360,2011-03-01,1,2011,3,0,0,2,1,1,0.24,0.2727,0.62,0.1045,3,44,47,Semi
1361,2011-03-01,1,2011,3,0,0,2,1,1,0.24,0.2273,0.65,0.2239,2,23,25,Semi
1362,2011-03-02,1,2011,3,0,0,3,1,1,0.22,0.2273,0.69,0.1642,3,5,8,Semi
1363,2011-03-02,1,2011,3,0,0,3,1,1,0.22,0.2273,0.69,0.194,0,4,4,Semi
1364,2011-03-02,1,2011,3,0,0,3,1,1,0.22,0.2273,0.69,0.194,0,2,2,Semi
1365,2011-03-02,1,2011,3,0,0,3,1,1,0.22,0.2121,0.69,0.2836,3,1,4,Semi
1366,2011-03-02,1,2011,3,0,0,3,1,1,0.2,0.2121,0.75,0.1343,1,0,1,Semi
1367,2011-03-02,1,2011,3,0,0,3,1,1,0.22,0.2121,0.69,0.2239,0,5,5,Semi
1368,2011-03-02,1,2011,3,0,0,3,1,1,0.22,0.2121,0.55,0.2537,1,39,40,Semi
1369,2011-03-02,1,2011,3,0,0,3,1,1,0.22,0.2121,0.64,0.2537,2,108,110,Semi
1370,2011-03-02,1,2011,3,0,0,3,1,1,0.24,0.2121,0.65,0.2836,13,243,256,Semi
1371,2011-03-02,1,2011,3,0,0,3,1,1,0.28,0.2576,0.56,0.2985,7,141,148,Semi
1372,2011-03-02,1,2011,3,0,0,3,1,1,0.32,0.303,0.49,0.2836,11,65,76,Semi
1373,2011-03-02,1,2011,3,0,0,3,1,1,0.34,0.303,0.53,0.3284,8,65,73,Semi
1374,2011-03-02,1,2011,3,0,0,3,1,1,0.4,0.4091,0.43,0.194,20,62,82,Semi
1375,2011-03-02,1,2011,3,0,0,3,1,1,0.5,0.4848,0.25,0.0,35,90,125,Semi
1376,2011-03-02,1,2011,3,0,0,3,1,1,0.52,0.5,0.23,0.2985,21,75,96,Semi
1377,2011-03-02,1,2011,3,0,0,3,1,1,0.54,0.5152,0.19,0.4179,19,91,110,Semi
1378,2011-03-02,1,2011,3,0,0,3,1,1,0.54,0.5152,0.19,0.3284,27,112,139,Semi
1379,2011-03-02,1,2011,3,0,0,3,1,1,0.5,0.4848,0.23,0.2836,30,238,268,Semi
1380,2011-03-02,1,2011,3,0,0,3,1,1,0.46,0.4545,0.23,0.4925,8,193,201,Semi
1381,2011-03-02,1,2011,3,0,0,3,1,1,0.4,0.4091,0.28,0.5224,6,144,150,Semi
1382,2011-03-02,1,2011,3,0,0,3,1,1,0.36,0.3333,0.29,0.4179,9,86,95,Semi
1383,2011-03-02,1,2011,3,0,0,3,1,1,0.34,0.2879,0.29,0.4627,3,68,71,Semi
1384,2011-03-02,1,2011,3,0,0,3,1,1,0.3,0.2576,0.26,0.5522,4,44,48,Semi
1385,2011-03-02,1,2011,3,0,0,3,1,1,0.26,0.2121,0.3,0.5224,0,22,22,Semi
1386,2011-03-03,1,2011,3,0,0,4,1,1,0.24,0.197,0.3,0.4627,3,10,13,Semi
1387,2011-03-03,1,2011,3,0,0,4,1,1,0.24,0.197,0.3,0.4627,0,1,1,Semi
1388,2011-03-03,1,2011,3,0,0,4,1,1,0.2,0.1667,0.27,0.4627,1,2,3,Semi
1389,2011-03-03,1,2011,3,0,0,4,1,1,0.2,0.1667,0.27,0.4627,0,1,1,Semi
1390,2011-03-03,1,2011,3,0,0,4,1,1,0.16,0.1212,0.31,0.4925,0,1,1,Semi
1391,2011-03-03,1,2011,3,0,0,4,1,1,0.14,0.1212,0.33,0.2985,1,7,8,Semi
1392,2011-03-03,1,2011,3,0,0,4,1,1,0.14,0.1212,0.33,0.2985,1,34,35,Semi
1393,2011-03-03,1,2011,3,0,0,4,1,1,0.12,0.0909,0.42,0.4179,1,110,111,Semi
1394,2011-03-03,1,2011,3,0,0,4,1,1,0.14,0.1212,0.39,0.2985,4,216,220,Semi
1395,2011-03-03,1,2011,3,0,0,4,1,1,0.16,0.1364,0.37,0.2836,10,135,145,Semi
1396,2011-03-03,1,2011,3,0,0,4,1,1,0.18,0.1818,0.29,0.194,7,49,56,Semi
1397,2011-03-03,1,2011,3,0,0,4,1,1,0.2,0.2273,0.29,0.0896,10,40,50,Semi
1398,2011-03-03,1,2011,3,0,0,4,1,1,0.22,0.2273,0.25,0.1343,7,65,72,Semi
1399,2011-03-03,1,2011,3,0,0,4,1,1,0.22,0.2576,0.25,0.0896,13,67,80,Semi
1400,2011-03-03,1,2011,3,0,0,4,1,1,0.24,0.2576,0.21,0.1045,18,60,78,Semi
1401,2011-03-03,1,2011,3,0,0,4,1,1,0.24,0.2879,0.23,0.0,6,62,68,Semi
1402,2011-03-03,1,2011,3,0,0,4,1,1,0.26,0.303,0.23,0.0,6,65,71,Semi
1403,2011-03-03,1,2011,3,0,0,4,1,1,0.26,0.303,0.22,0.0,17,185,202,Semi
1404,2011-03-03,1,2011,3,0,0,4,1,1,0.24,0.2121,0.35,0.3284,6,161,167,Semi
1405,2011-03-03,1,2011,3,0,0,4,1,1,0.2,0.197,0.4,0.2537,5,101,106,Semi
1406,2011-03-03,1,2011,3,0,0,4,1,1,0.2,0.2273,0.4,0.0896,1,69,70,Semi
1407,2011-03-03,1,2011,3,0,0,4,1,1,0.18,0.2121,0.4,0.1045,3,48,51,Semi
1408,2011-03-03,1,2011,3,0,0,4,1,1,0.2,0.2576,0.4,0.0,3,50,53,Semi
1409,2011-03-03,1,2011,3,0,0,4,1,2,0.18,0.2121,0.43,0.0896,0,23,23,Semi
1410,2011-03-04,1,2011,3,0,0,5,1,2,0.2,0.197,0.55,0.194,0,12,12,Semi
1411,2011-03-04,1,2011,3,0,0,5,1,2,0.18,0.1818,0.64,0.194,0,4,4,Semi
1412,2011-03-04,1,2011,3,0,0,5,1,2,0.18,0.1818,0.64,0.194,0,2,2,Semi
1413,2011-03-04,1,2011,3,0,0,5,1,2,0.18,0.1667,0.74,0.2537,0,1,1,Semi
1414,2011-03-04,1,2011,3,0,0,5,1,2,0.18,0.1818,0.74,0.194,1,0,1,Semi
1415,2011-03-04,1,2011,3,0,0,5,1,2,0.16,0.1818,0.74,0.1343,0,7,7,Semi
1416,2011-03-04,1,2011,3,0,0,5,1,2,0.16,0.197,0.74,0.0896,1,28,29,Semi
1417,2011-03-04,1,2011,3,0,0,5,1,1,0.16,0.1818,0.8,0.1343,0,83,83,Semi
1418,2011-03-04,1,2011,3,0,0,5,1,1,0.18,0.197,0.74,0.1343,6,222,228,Semi
1419,2011-03-04,1,2011,3,0,0,5,1,1,0.22,0.2273,0.6,0.1343,12,138,150,Semi
1420,2011-03-04,1,2011,3,0,0,5,1,1,0.24,0.2273,0.6,0.2537,10,56,66,Semi
1421,2011-03-04,1,2011,3,0,0,5,1,1,0.28,0.2727,0.52,0.2239,16,73,89,Semi
1422,2011-03-04,1,2011,3,0,0,5,1,1,0.32,0.303,0.43,0.1642,10,87,97,Semi
1423,2011-03-04,1,2011,3,0,0,5,1,1,0.34,0.3182,0.42,0.2239,13,74,87,Semi
1424,2011-03-04,1,2011,3,0,0,5,1,1,0.36,0.3333,0.4,0.2836,30,65,95,Semi
1425,2011-03-04,1,2011,3,0,0,5,1,1,0.36,0.3333,0.4,0.2985,31,75,106,Semi
1426,2011-03-04,1,2011,3,0,0,5,1,1,0.36,0.3485,0.46,0.194,17,101,118,Semi
